,budget,genres,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,collection_id,collection_name,release_year,returncon
1012,4500000,Drama,11159,11.223572,1996-05-24,13417292,142.0,Secrets & Lies,7.1,127,,,1996,2.9816204444444443
1013,0,"Comedy, Drama",9591,8.685761,1996-10-04,34585416,108.0,That Thing You Do!,6.8,230,,,1996,0.0
1014,0,"Drama, Romance",30500,3.263681,1996-10-18,4137645,93.0,To Gillian on Her 37th Birthday,5.1,13,,,1996,0.0
1015,16000000,"Drama, Romance",41843,2.167132,1996-09-04,1985001,125.0,Surviving Picasso,5.3,21,,,1996,0.1240625625
1016,0,"Comedy, Romance",55058,0.453988,1996-05-10,0,105.0,Love Is All There Is,5.5,2,,,1996,0.0
1017,0,"Comedy, Drama, Romance",10938,5.766163,1996-06-21,1500000,90.0,Beautiful Thing,7.3,76,,,1996,0.0
1018,65000000,"Crime, Action, Mystery, Thriller",11412,14.482345,1996-10-11,89456761,120.0,The Long Kiss Goodnight,6.4,323,,,1996,1.3762578615384615
1019,50000000,Adventure,10586,10.789928,1996-10-11,75000000,109.0,The Ghost and the Darkness,6.4,238,,,1996,1.5
1020,0,Documentary,42314,2.653817,1996-10-11,0,112.0,Looking for Richard,6.9,33,,,1996,0.0
1021,0,"Comedy, Drama",27845,3.464286,1996-10-11,0,95.0,Trees Lounge,6.7,51,,,1996,0.0
1022,0,Drama,108365,0.4319,1996-09-09,0,0.0,The Proprietor,0.0,0,,,1996,0.0
1023,0,"Crime, Drama",23223,0.881187,1996-01-26,0,101.0,Normal Life,6.8,8,,,1996,0.0
1024,2400000,Drama,49471,5.230661,1996-10-16,5731103,120.0,Get on the Bus,7.0,11,,,1996,2.387959583333333
1025,45000000,"Action, Thriller",38153,3.733574,1997-01-31,2154540,103.0,Shadow Conspiracy,4.0,12,,,1997,0.04787866666666667
1026,7000000,"Drama, Romance",25147,3.379677,1996-02-06,405000,123.0,Jude,6.6,38,,,1996,0.05785714285714286
1027,20000000,"Music, Comedy, Romance",9716,9.649113,1996-12-06,0,101.0,Everyone Says I Love You,6.5,149,,,1996,0.0
1028,0,"Drama, Romance",43777,0.401227,1996-02-10,0,102.0,Bitter Sugar,6.3,3,,,1996,0.0
1029,14500000,"Drama, Romance",454,11.774061,1996-10-31,147298761,120.0,Romeo + Juliet,6.7,1406,,,1996,10.15853524137931
1030,200000,"Comedy, Romance",10218,6.578025,1996-10-18,4505922,94.0,Swingers,6.8,255,,,1996,22.52961
1031,44000000,"Crime, Drama, Thriller",819,9.198283,1996-10-18,165615285,147.0,Sleepers,7.3,729,,,1996,3.76398375
1032,0,Drama,38191,2.35809,1996-05-29,0,122.0,The Sunchaser,6.1,8,,,1996,0.0
1033,0,Drama,56830,0.271674,1996-12-10,0,96.0,Johns,6.0,6,,,1996,0.0
1034,0,"Adventure, Animation, Family",11238,8.654244,1996-05-20,0,81.0,Aladdin and the King of Thieves,6.1,494,86027.0,Aladdin Collection,1996,0.0
1035,0,Mystery,27256,0.757337,1952-02-18,0,88.0,The Woman in Question,5.2,3,,,1952,0.0
1036,0,"Comedy, Music, Romance",31530,3.786353,1937-05-07,0,109.0,Shall We Dance,7.9,22,,,1937,0.0
1037,0,"Comedy, Music, Romance",66473,1.685981,1937-11-19,0,101.0,A Damsel in Distress,7.0,4,,,1937,0.0
1038,0,"Crime, Drama, Mystery, Thriller",28120,3.770441,1947-07-22,0,86.0,Crossfire,6.1,26,,,1947,0.0
1039,0,"Crime, Drama, Mystery, Thriller",1834,3.433265,1944-12-09,0,95.0,"Murder, My Sweet",7.2,48,,,1944,0.0
1040,0,"Adventure, Drama, Romance",26282,1.715751,1952-04-30,0,81.0,Macao,5.6,8,,,1952,0.0
1041,120,"War, Drama, Romance, Action",37218,0.347124,1993-10-01,0,115.0,For the Moment,7.4,3,,,1993,0.0
1042,3000000,"Family, Fantasy",252,12.416635,1971-06-29,4000000,100.0,Willy Wonka & the Chocolate Factory,7.4,826,,,1971,1.3333333333333333
1043,0,"Comedy, Romance",116356,0.297781,1994-01-28,0,85.0,The Sexual Life of the Belgians,5.0,2,,,1994,0.0
1044,0,Horror,16372,7.667964,1961-12-25,0,100.0,The Innocents,7.5,126,,,1961,0.0
1045,2000000,"Comedy, Romance, Science Fiction",11561,6.048904,1973-12-17,18344729,89.0,Sleeper,7.0,206,,,1973,9.1723645
1046,2000000,Comedy,11302,4.331819,1971-04-28,11833696,82.0,Bananas,6.7,167,,,1971,5.916848
1047,7500000,"Comedy, Crime",623,11.400353,1988-07-15,62493712,108.0,A Fish Called Wanda,7.1,576,,,1988,8.332494933333333
1048,4000000,Comedy,583,10.714173,1979-08-17,20045115,94.0,Life of Brian,7.7,1230,,,1979,5.01127875
1049,0,"Comedy, Music, Romance",12614,5.378996,1982-04-25,28215453,132.0,Victor/Victoria,6.9,89,,,1982,0.0
1050,0,"Comedy, Drama",21711,11.862375,1972-08-23,0,110.0,The Candidate,6.9,39,,,1972,0.0
1051,12000000,"Adventure, Comedy",11575,4.473327,1965-07-01,25333333,160.0,The Great Race,7.2,64,,,1965,2.1111110833333333
1052,2500000,"Crime, Drama",475,12.109198,1967-07-18,50700000,111.0,Bonnie and Clyde,7.6,384,,,1967,20.28
1053,0,"Adventure, Drama",11331,1.728104,1958-10-07,0,86.0,The Old Man and the Sea,6.0,25,,,1958,0.0
1054,1400000,"Crime, Mystery, Thriller",521,7.853231,1954-05-29,3000000,104.0,Dial M for Murder,7.9,539,,,1954,2.142857142857143
1055,0,,21202,0.1489,1995-11-22,0,135.0,Madame Butterfly,4.8,3,,,1995,0.0
1056,6000000,"Drama, Music, Romance",88,14.044122,1987-08-21,213954274,100.0,Dirty Dancing,7.1,1371,86058.0,Dirty Dancing Collection,1987,35.659045666666664
1057,1200000,"Crime, Thriller",500,12.22034,1992-09-02,14661007,99.0,Reservoir Dogs,8.1,3821,,,1992,12.217505833333334
1058,6000000,"Drama, War, Action",792,18.206972,1986-12-18,138530565,120.0,Platoon,7.5,1236,,,1986,23.0884275
1059,6500000,Comedy,8491,8.051891,1989-07-05,30218387,97.0,Weekend at Bernie's,6.4,255,118221.0,Weekend at Bernie's Collection,1989,4.648982615384615
1060,49000000,"Thriller, Mystery",402,16.628427,1992-03-20,352927224,127.0,Basic Instinct,6.5,869,86336.0,Basic Instinct Collection,1992,7.202596408163266
1061,38000000,"Drama, Music",10537,7.829619,1991-03-01,34416893,140.0,The Doors,6.7,285,,,1991,0.9057077105263158
1062,3705538,"Romance, Crime, Drama, Thriller",11386,7.404329,1992-09-02,62548947,112.0,The Crying Game,6.9,180,,,1992,16.879855772630048
1063,12500000,"Crime, Drama, Mystery",9504,6.792215,1992-09-15,10725228,100.0,Glengarry Glen Ross,7.5,330,,,1992,0.85801824
1064,12000000,"Drama, Romance",15764,15.417202,1982-12-08,30036000,151.0,Sophie's Choice,7.4,149,,,1982,2.503
1065,10500000,"Science Fiction, Adventure, Family, Fantasy",601,19.358546,1982-04-03,792965326,115.0,E.T. the Extra-Terrestrial,7.3,3359,,,1982,75.52050723809523
1066,0,Comedy,67365,0.617014,1994-11-14,0,80.0,The Search for One-eye Jimmy,6.3,4,,,1994,0.0
1067,0,"Fantasy, Drama, Family",25842,1.896952,1938-12-16,0,69.0,A Christmas Carol,7.0,34,,,1938,0.0
1068,60000000,Adventure,2119,7.046753,1990-06-27,157920733,107.0,Days of Thunder,5.9,359,,,1990,2.632012216666667
1069,15000000,"Action, Romance, War",744,20.301019,1986-05-16,356830601,110.0,Top Gun,6.7,1736,,,1986,23.788706733333335
1070,0,"Action, Comedy",136311,0.51063,1996-09-12,1910,97.0,American Strays,6.8,5,,,1996,0.0
1071,1500000,Drama,221,10.968169,1955-10-27,0,111.0,Rebel Without a Cause,7.6,351,,,1955,0.0
1072,1800000,Drama,702,7.301719,1951-09-18,8000000,125.0,A Streetcar Named Desire,7.6,291,,,1951,4.444444444444445
1073,0,Horror,25750,7.97048,1996-10-08,0,85.0,Children of the Corn IV: The Gathering,4.6,41,115225.0,Children of the Corn Collection,1996,0.0
1074,0,Documentary,17642,0.002079,1996-09-27,0,87.0,The Leopard Son,0.0,0,,,1996,0.0
1075,0,Comedy,427043,0.001193,1996-10-03,0,88.0,Charm's  Incidents,0.0,0,,,1996,0.0
1076,0,"Crime, Drama",146341,0.564117,1995-09-12,0,105.0,Bird of Prey,0.0,0,,,1995,0.0
1077,0,Documentary,9305,10.793031,1996-05-20,0,80.0,Microcosmos,7.7,61,,,1996,0.0
1078,0,Comedy,37616,1.669597,1995-09-07,0,92.0,Palookaville,5.4,7,,,1995,0.0
1079,0,Comedy,11112,3.277612,1996-10-25,0,114.0,The Associate,6.2,49,,,1996,0.0
1080,12500000,"Crime, Drama",21612,2.772039,1996-01-26,1227324,99.0,The Funeral,7.3,31,,,1996,0.09818592
1081,0,"Comedy, Horror",141210,0.135596,2013-10-12,0,6.0,The Sleepover,8.0,1,,,2013,0.0
1082,0,Drama,102461,1.813577,1995-05-29,0,90.0,A Single Girl,6.8,8,,,1995,0.0
1083,0,Drama,36998,2.887239,1996-01-01,0,118.0,The Eighth Day,7.0,56,,,1996,0.0
1084,0,"Action, Adventure, Drama, Western",200383,2.753163,1996-01-03,0,90.0,North Star,5.2,3,,,1996,0.0
1085,0,Drama,116844,0.587824,1997-03-14,0,90.0,Drunks,0.0,0,,,1997,0.0
1086,36000000,Drama,1630,9.178371,1996-10-12,20300385,129.0,The People vs. Larry Flynt,6.8,257,,,1996,0.5638995833333333
1087,0,Comedy,26626,10.738755,1995-10-01,0,100.0,Glory Daze,5.8,15,,,1995,0.0
1088,0,Documentary,124837,0.112669,1996-06-19,0,105.0,A Perfect Candidate,5.3,2,,,1996,0.0
1089,0,Drama,11816,12.252186,1981-12-04,19255967,109.0,On Golden Pond,7.3,101,,,1981,0.0
1090,5000000,"Mystery, Comedy, Crime",11843,6.501177,1975-05-21,41833347,113.0,The Return of the Pink Panther,6.7,138,937.0,The Pink Panther (Original) Collection,1975,8.3666694
1091,6788000,"Comedy, Fantasy, Family",10379,7.88101,1991-04-19,13878334,103.0,Drop Dead Fred,5.9,107,,,1991,2.0445394814378313
1092,70000000,"Adventure, Action, Thriller, Science Fiction",2756,9.809585,1989-08-09,90000098,139.0,The Abyss,7.1,822,,,1989,1.2857156857142857
1093,1000000,Horror,790,9.194572,1980-02-08,21378361,89.0,The Fog,6.4,318,,,1980,21.378361
1094,6000000,"Science Fiction, Action",1103,10.124544,1981-05-22,50244700,99.0,Escape from New York,6.9,720,115838.0,Escape From ... Collection,1981,8.374116666666668
1095,1000000,"Drama, Horror",11298,6.715512,1981-04-03,17985893,91.0,The Howling,6.4,165,174218.0,The Howling Collection,1981,17.985893
1096,4940939,Drama,4480,4.883274,1986-08-27,0,120.0,Jean de Florette,7.6,113,39460.0,The Water of the Hills Collection,1986,0.0
1097,0,Drama,4481,5.939394,1986-11-19,0,120.0,Manon of the Spring,7.8,103,39460.0,The Water of the Hills Collection,1986,0.0
1098,0,Drama,49688,0.149107,1993-01-01,0,90.0,Johnny 100 Pesos,6.3,3,,,1993,0.0
1099,0,Comedy,10765,11.431866,1980-10-06,0,109.0,Private Benjamin,6.0,103,,,1980,0.0
1100,400000,"Adventure, Comedy, Fantasy",762,10.43389,1975-03-13,5028948,91.0,Monty Python and the Holy Grail,7.8,1742,,,1975,12.57237
1101,0,"Romance, Drama",44497,1.068288,1996-07-19,127251,79.0,Hustler White,6.8,12,,,1996,0.0
1102,0,,85588,0.037353,1995-09-02,0,93.0,Dadetown,8.0,1,,,1995,0.0
1103,0,Drama,278621,0.104276,1996-09-13,0,110.0,Everything Relative,4.0,1,,,1996,0.0
1104,0,Drama,99479,0.051135,1996-09-27,0,112.0,Entertaining Angels - The Dorothy Day Story,5.0,1,,,1996,0.0
1105,500000,"Comedy, Crime",55049,1.163947,1996-05-15,0,123.0,Three Lives and Only One Death,8.0,5,,,1996,0.0
1106,0,Documentary,124829,0.001663,1996-09-27,0,86.0,The Line King: The Al Hirschfeld Story,0.0,0,,,1996,0.0
1107,0,Documentary,79306,0.001223,1996-10-17,2035470,96.0,Snowriders,0.0,0,,,1996,0.0
1108,0,,356054,0.001648,1995-09-18,0,74.0,Curtis's Charm,0.0,0,,,1995,0.0
1109,0,Documentary,10548,3.60795,1996-10-25,2666118,89.0,When We Were Kings,7.3,54,,,1996,0.0
1110,0,"Animation, Comedy, Family",531,7.771233,1993-12-17,0,30.0,The Wrong Trousers,7.6,266,529.0,Wallace & Gromit Collection,1993,0.0
1111,0,Documentary,104931,0.441965,1995-03-08,0,62.0,JLG/JLG: Self-Portrait in December,7.7,3,,,1995,0.0
1112,0,"Mystery, Crime, Drama, History, Romance",4483,1.233692,1982-05-12,0,122.0,The Return of Martin Guerre,6.7,22,,,1982,0.0
1113,0,"Animation, Drama, Fantasy",18919,1.892008,1994-09-10,0,97.0,Faust,7.4,22,,,1994,0.0
1114,0,"Drama, Thriller",31556,2.3353,1948-11-24,0,79.0,He Walked by Night,6.4,17,,,1948,0.0
1115,0,Crime,26167,10.091381,1948-05-26,0,79.0,Raw Deal,7.2,19,,,1948,0.0
1116,0,"Thriller, Crime",26174,4.237738,1947-12-15,0,92.0,T-Men,6.4,15,,,1947,0.0
1117,0,Drama,61461,0.412633,1944-10-27,0,84.0,The Children Are Watching Us,7.2,11,,,1944,0.0
1118,0,Drama,117500,0.206154,1946-09-26,0,110.0,Pastoral Symphony,4.7,3,,,1946,0.0
1119,0,,218713,0.083133,1935-09-10,0,65.0,Here Comes Cookie,8.0,1,,,1935,0.0
1120,0,,217802,0.003387,1935-04-20,0,75.0,Love In Bloom,0.0,0,,,1935,0.0
1121,0,Comedy,127973,0.52878,1934-02-09,0,62.0,Six of a Kind,3.5,2,,,1934,0.0
1122,0,"Drama, History, War",659,5.614456,1979-05-02,0,142.0,The Tin Drum,7.0,93,,,1979,0.0
1123,0,"Drama, Comedy",30892,2.186663,1972-09-13,0,154.0,The Ruling Class,6.8,29,,,1972,0.0
1124,0,"Drama, Comedy",86369,0.400813,1994-03-02,0,0.0,Mina Tannenbaum,4.8,3,,,1994,0.0
1125,0,"Comedy, Drama",8074,7.273791,1967-03-17,0,100.0,2 or 3 Things I Know About Her,7.0,33,,,1967,0.0
1126,0,Drama,124676,0.001287,1996-10-26,0,85.0,The Bloody Child,0.0,0,,,1996,0.0
1127,0,Comedy,38554,1.952957,1996-11-01,0,112.0,Dear God,5.1,17,,,1996,0.0
1128,7000000,Horror,49763,2.661026,1996-11-01,1100000,80.0,Bad Moon,5.7,33,,,1996,0.15714285714285714
1129,0,Documentary,41326,0.075885,1990-09-28,269823,98.0,American Dream,6.0,2,,,1990,0.0
1130,0,Action,36555,1.567945,1995-05-17,0,90.0,Best of the Best 3: No Turning Back,5.8,13,153948.0,Best of the Best Collection,1995,0.0
1131,0,"Comedy, Drama",10608,3.041772,1992-09-04,0,102.0,Bob Roberts,6.5,44,,,1992,0.0
1132,0,"Drama, Romance",11216,14.177005,1988-11-17,11990401,124.0,Cinema Paradiso,8.2,834,,,1988,0.0
1133,0,"Crime, Drama",7452,5.970136,1989-09-10,0,125.0,"The Cook, the Thief, His Wife & Her Lover",7.3,137,,,1989,0.0
1134,0,Comedy,64567,0.665616,1994-05-18,0,0.0,Dead Tired,5.6,9,,,1994,0.0
1135,4000000,"Comedy, Science Fiction, Fantasy",892,12.565447,1991-04-17,1794187,99.0,Delicatessen,7.4,320,,,1991,0.44854675
1136,0,"Drama, Thriller",1600,9.661817,1991-05-15,1999955,97.0,The Double Life of Veronique,7.3,154,,,1991,0.0
1137,0,"Romance, Drama",26561,2.400185,1991-11-06,13200170,89.0,Enchanted April,6.9,25,,,1991,0.0
1138,935000,"Drama, War",975,8.548518,1957-09-18,0,88.0,Paths of Glory,8.2,565,,,1957,0.0
1139,0,"Crime, Drama",18129,10.809693,1990-09-14,13446769,110.0,The Grifters,6.5,112,,,1990,0.0
1140,0,"Comedy, Foreign",54405,0.003977,1991-12-27,0,113.0,Hear My Song,4.1,4,,,1991,0.0
1141,0,Western,150823,0.112249,1997-10-23,0,91.0,The Shooter,5.0,1,,,1997,0.0
1142,27000000,"Drama, Romance, War",409,15.564161,1996-11-14,231976425,162.0,The English Patient,7.0,559,,,1996,8.591719444444445
1143,0,"Comedy, Romance, War",38251,5.557759,1991-01-31,4532791,96.0,Mediterraneo,7.4,157,,,1991,0.0
1144,645180,Drama,10161,5.841931,1989-07-21,14743391,103.0,My Left Foot: The Story of Christy Brown,7.5,208,,,1989,22.85159335379274
1145,1200000,Drama,1412,12.293656,1989-08-18,0,100.0,"Sex, Lies, and Videotape",6.7,188,,,1989,0.0
1146,0,Drama,41768,5.367604,1992-12-11,0,135.0,Passion Fish,6.7,7,,,1992,0.0
1147,3000000,"Comedy, Drama, Romance",10409,3.233531,1992-08-20,33946224,94.0,Strictly Ballroom,6.2,83,,,1992,11.315408
1148,0,"Mystery, Documentary, Crime",14285,5.070224,1988-08-28,0,103.0,The Thin Blue Line,7.9,109,,,1988,0.0
1149,0,"Comedy, Crime, Drama, Romance",2469,10.788319,1989-12-12,0,111.0,Tie Me Up! Tie Me Down!,7.0,102,,,1989,0.0
1150,4,"Documentary, Music",10174,1.325299,1991-05-10,29,119.0,Madonna: Truth or Dare,6.3,32,,,1991,7.25
1151,500000,Documentary,31225,4.101295,1990-03-13,3779620,71.0,Paris is Burning,8.2,67,,,1990,7.55924
1152,3000000,Drama,510,35.529554,1975-11-18,108981275,133.0,One Flew Over the Cuckoo's Nest,8.3,3001,,,1975,36.32709166666667
1153,0,Comedy,11455,7.194364,1978-01-01,41590893,86.0,Up in Smoke,6.7,201,33071.0,Cheech & Chong Collection,1978,0.0
1154,18000000,"Adventure, Action, Science Fiction",1891,19.470959,1980-05-17,538400000,124.0,The Empire Strikes Back,8.2,5998,10.0,Star Wars Collection,1980,29.91111111111111
1155,16000000,"Adventure, Family, Fantasy, Comedy, Romance",2493,15.15267,1987-09-18,30857814,98.0,The Princess Bride,7.6,1518,,,1987,1.928613375
1156,18000000,"Adventure, Action",85,19.901576,1981-06-12,389925971,115.0,Raiders of the Lost Ark,7.7,3949,84.0,Indiana Jones Collection,1981,21.662553944444443
1157,15000000,"Comedy, Science Fiction",68,9.837287,1985-02-20,0,132.0,Brazil,7.6,877,,,1985,0.0
1158,18500000,"Horror, Action, Thriller, Science Fiction",679,21.761179,1986-07-18,183316455,137.0,Aliens,7.7,3282,8091.0,Alien Collection,1986,9.908997567567567
1159,1200000,Western,429,16.788787,1966-12-23,6000000,161.0,"The Good, the Bad and the Ugly",8.1,2371,48317.0,The Man With No Name Collection,1966,5.0
1160,0,"Comedy, Drama",13446,14.316459,1987-01-01,0,107.0,Withnail & I,7.4,173,,,1987,0.0
1161,350000,Drama,389,16.503959,1957-03-25,1000000,96.0,12 Angry Men,8.2,2130,,,1957,2.857142857142857
1162,15000000,"Adventure, Drama, History, War",947,10.893332,1962-12-10,69995385,216.0,Lawrence of Arabia,7.8,870,,,1962,4.666359
1163,2200000,"Science Fiction, Drama",185,17.112594,1971-12-18,26589000,136.0,A Clockwork Orange,8.0,3432,,,1971,12.085909090909091
1164,2000000,"Crime, Drama",595,14.284787,1962-12-25,13129846,129.0,To Kill a Mockingbird,7.9,676,,,1962,6.564923
1165,31500000,"Drama, War",28,13.5963,1979-08-15,89460381,153.0,Apocalypse Now,8.0,2112,,,1979,2.8400120952380954
1166,5000000,Western,335,15.589351,1968-12-21,5321508,175.0,Once Upon a Time in the West,8.1,1160,,,1968,1.0643016
1167,32350000,"Adventure, Action, Science Fiction",1892,14.586087,1983-05-23,572700000,135.0,Return of the Jedi,7.9,4763,10.0,Star Wars Collection,1983,17.7032457496136
1168,2500000,"Drama, Fantasy, Romance",144,6.357321,1987-01-01,3200000,128.0,Wings of Desire,7.5,256,,,1987,1.28
1169,0,"Thriller, Mystery",1092,8.513889,1949-08-31,596349,104.0,The Third Man,7.9,431,,,1949,0.0
1170,25000000,"Drama, Crime",769,15.424092,1990-09-12,46836394,145.0,GoodFellas,8.2,3211,,,1990,1.87345576
1171,11000000,"Horror, Action, Thriller, Science Fiction",348,23.37742,1979-05-25,104931801,117.0,Alien,7.9,4564,8091.0,Alien Collection,1979,9.539254636363637
1172,11000000,"Fantasy, Horror, Comedy",766,10.704612,1992-10-09,0,81.0,Army of Darkness,7.3,852,1960.0,Evil Dead Collection,1992,0.0
1173,0,"Adventure, Drama, Romance",175,13.503815,1988-05-11,0,168.0,The Big Blue,7.6,364,,,1988,0.0
1174,11500000,"Action, Drama, History",11645,12.250232,1985-06-01,4069653,162.0,Ran,7.9,349,,,1985,0.3538828695652174
1175,0,"Action, Crime, Drama, Thriller",10835,8.019837,1989-07-06,0,110.0,The Killer,7.6,179,,,1989,0.0
1176,806948,"Drama, Horror, Thriller",539,36.826309,1960-06-16,32000000,109.0,Psycho,8.3,2405,119674.0,Psycho Collection,1960,39.655591190510414
1177,27000000,"Music, Comedy, Action, Crime",525,10.076901,1980-06-17,115229890,133.0,The Blues Brothers,7.5,1092,112636.0,The Blues Brothers Collection,1980,4.267773703703703
1178,13000000,"Drama, Crime",240,36.629307,1974-12-20,47542841,200.0,The Godfather: Part II,8.3,3418,230.0,The Godfather Collection,1974,3.6571416153846155
1179,17000000,"Drama, War",600,13.94148,1987-06-26,46357676,116.0,Full Metal Jacket,7.9,2595,,,1987,2.726922117647059
1180,0,"Adventure, Animation, Comedy, Science Fiction, Family",530,7.617298,1990-05-18,0,23.0,A Grand Day Out,7.4,199,529.0,Wallace & Gromit Collection,1990,0.0
1181,9000000,"War, Drama, History, Action, Romance",10705,7.307967,1989-10-05,0,137.0,Henry V,7.4,73,,,1989,0.0
1182,18000000,"Drama, History, Music",279,12.677592,1984-10-26,51973029,160.0,Amadeus,7.8,1107,,,1984,2.8873905
1183,0,"Comedy, Drama, Romance",3109,8.762386,1952-07-21,0,129.0,The Quiet Man,7.3,118,,,1952,0.0
1184,30000000,"Drama, Crime",311,32.182851,1984-02-16,0,229.0,Once Upon a Time in America,8.3,1104,,,1984,0.0
1185,18000000,Drama,1578,8.868558,1980-11-14,23000000,129.0,Raging Bull,7.7,968,,,1980,1.2777777777777777
1186,4000000,"Comedy, Drama, Romance",703,18.146043,1977-04-19,38251425,93.0,Annie Hall,7.8,1044,,,1977,9.56285625
1187,27000000,"Drama, History",9549,14.902397,1983-10-20,21500000,193.0,The Right Stuff,7.4,241,,,1983,0.7962962962962963
1188,0,"Drama, Science Fiction, Thriller",1398,7.787515,1979-04-16,0,163.0,Stalker,7.8,356,,,1979,0.0
1189,14000000,"Action, Drama, History, War, Adventure",387,8.80338,1981-09-16,85000000,149.0,Das Boot,7.9,623,,,1981,6.071428571428571
1190,5500000,"Comedy, Crime, Drama",9277,12.016821,1973-12-25,159616327,129.0,The Sting,7.9,639,330605.0,The Sting Collection,1973,29.021150363636362
1191,1200000,"Comedy, Drama, Romance",343,10.878112,1971-12-20,0,91.0,Harold and Maude,7.7,266,,,1971,0.0
1192,700000,"Drama, Comedy",37291,4.085688,1990-09-09,0,107.0,Trust,6.5,24,,,1990,0.0
1193,0,"Fantasy, Drama",490,6.47828,1957-02-16,0,96.0,The Seventh Seal,7.9,569,,,1957,0.0
1194,0,"Comedy, Drama",11235,10.636074,1983-02-17,0,111.0,Local Hero,7.0,81,,,1983,0.0
1195,6400000,"Action, Thriller, Science Fiction",218,19.293562,1984-10-26,78371200,108.0,The Terminator,7.4,4208,528.0,The Terminator Collection,1984,12.2455
1196,3000000,"Horror, Comedy",763,13.645568,1992-08-13,242623,104.0,Braindead,7.4,388,,,1992,0.08087433333333334
1197,18000000,War,9665,7.521346,1989-12-15,26828365,122.0,Glory,7.4,391,,,1989,1.4904647222222223
1198,0,"Comedy, Drama",18971,5.088457,1991-02-08,0,117.0,Rosencrantz & Guildenstern Are Dead,7.3,75,,,1991,0.0
1199,0,"Comedy, Drama, Romance",696,12.050759,1979-04-25,39946780,96.0,Manhattan,7.8,600,,,1979,0.0
1200,14000000,"Drama, Thriller, Crime",379,7.495853,1990-09-21,5080409,115.0,Miller's Crossing,7.5,431,,,1990,0.36288635714285716
1201,16400000,Drama,207,19.905716,1989-06-02,235860116,129.0,Dead Poets Society,8.1,2786,,,1989,14.381714390243902
1202,3000000,Drama,37247,12.057829,1967-12-21,104945305,106.0,The Graduate,7.6,855,,,1967,34.981768333333335
1203,829000,"Drama, Thriller, Crime",1480,9.665347,1958-04-23,2247465,95.0,Touch of Evil,7.6,292,,,1958,2.7110554885404103
1204,0,"Action, Thriller",9322,6.586401,1990-02-21,5000000,115.0,La Femme Nikita,7.0,511,,,1990,0.0
1205,3000000,"Drama, History, War",826,8.851646,1957-10-02,27200000,161.0,The Bridge on the River Kwai,7.7,554,,,1957,9.066666666666666
1206,0,"Fantasy, Drama",422,6.747516,1963-02-14,0,138.0,8½,7.9,427,,,1963,0.0
1207,6000000,"Crime, Drama, Mystery, Thriller",829,12.29227,1974-06-20,30000000,130.0,Chinatown,7.9,939,359005.0,The Jake Gittes Collection,1974,5.0
1208,1200000,"Drama, Science Fiction, Thriller",828,9.360003,1951-09-17,0,92.0,The Day the Earth Stood Still,7.3,323,,,1951,0.0
1209,3800000,"Action, Adventure, Drama, Western",3090,8.070589,1948-01-24,4307000,126.0,The Treasure of the Sierra Madre,7.9,285,,,1948,1.1334210526315789
1210,25710,"Action, Comedy, Horror, Science Fiction",9964,7.409599,1987-12-01,0,91.0,Bad Taste,6.4,196,,,1987,0.0
1211,0,Comedy,3063,6.819957,1933-11-17,0,68.0,Duck Soup,7.6,170,,,1933,0.0
1212,0,Comedy,13667,8.994189,1985-10-11,10297601,97.0,Better Off Dead...,6.8,164,,,1985,0.0
1213,19000000,"Horror, Thriller",694,19.611589,1980-05-22,44017374,144.0,The Shining,8.1,3890,,,1980,2.316703894736842
1214,8000000,"Crime, Drama",235,15.206957,1986-08-22,52287414,89.0,Stand by Me,7.8,1568,,,1986,6.53592675
1215,0,"Drama, Action, Thriller, Crime",832,12.752421,1931-05-11,0,117.0,M,8.0,465,,,1931,0.0
1216,3600000,"Horror, Comedy, Fantasy",765,13.520764,1987-03-13,5923044,84.0,Evil Dead II,7.5,760,1960.0,Evil Dead Collection,1987,1.64529
1217,4000000,"Adventure, Drama, History, Thriller, War",5925,14.384114,1963-06-20,11744471,172.0,The Great Escape,7.8,731,,,1963,2.93611775
1218,15000000,"Drama, War",11778,7.729445,1978-12-08,50000000,183.0,The Deer Hunter,7.8,943,,,1978,3.3333333333333335
1219,0,"Action, Drama, Music, Thriller",4485,2.211854,1981-03-11,0,117.0,Diva,6.7,37,,,1981,0.0
1220,14600000,"Romance, Fantasy, Drama, Comedy",137,12.989627,1993-02-11,70906973,101.0,Groundhog Day,7.4,2358,,,1993,4.85664198630137
1221,14000000,Western,33,10.942149,1992-08-07,159157447,131.0,Unforgiven,7.7,1133,,,1992,11.368389071428572
1222,80000000,"Mystery, Thriller",982,7.991677,1962-10-24,96105910,126.0,The Manchurian Candidate,7.7,188,,,1962,1.201323875
1223,0,"Music, Drama",8428,4.289341,1990-08-22,11541758,105.0,Pump up the Volume,7.0,86,,,1990,0.0
1224,1120175,"Comedy, Crime",212,13.99011,1944-09-23,0,118.0,Arsenic and Old Lace,7.4,234,,,1944,0.0
1225,19000000,"Adventure, Comedy, Science Fiction, Family",105,25.778509,1985-07-03,381109762,116.0,Back to the Future,8.0,6239,264.0,Back to the Future Collection,1985,20.05840852631579
1226,11000000,"Drama, Comedy",1633,6.584254,1991-12-27,119418501,130.0,Fried Green Tomatoes,7.6,298,,,1991,10.856227363636364
1227,12000000,"Drama, History, War",11202,14.382289,1970-01-25,89800000,172.0,Patton,7.3,327,,,1970,7.483333333333333
